0.075122096	-0.052443437	-0.02618368	-0.09732236	-0.04149756	-0.038333118	0.0013073864	-0.004920413	-0.048657924	0.0008898411	-0.0112799015	-4.2886822e-05	0.016480133	-0.0056636804	0.13629869	-0.025676467
0.06250021	-0.1433503	-0.0347923	-0.122672275	-0.16342948	-0.08813213	0.11604235	0.07727383	-0.11774716	0.004364688	0.051777206	0.09507155	0.09771196	0.058238916	0.09402743	0.047866024
0.19185926	-0.12909003	-0.018610612	-0.20262617	-0.16952384	-0.23470114	0.14276776	0.12446677	-0.1845254	0.027026547	0.100201234	0.16365078	0.21349761	0.07188336	0.23231117	0.064661525
-0.49242806	0.3537343	-0.21766548	0.3765368	0.47976208	0.44492468	-0.4028273	-0.25207904	0.4668481	0.41643354	-0.35615224	-0.49410048	-0.48799837	-0.275684	0.16480745	-0.35168752
-0.045097493	0.050588224	-0.06669086	-0.0030210859	0.027453756	-0.009431381	-0.076728426	-0.026410963	-0.041882433	0.059964772	0.013433237	-0.033345338	0.0011234329	0.0015597005	0.1402724	-0.03305089
0.10740979	-0.06382255	0.08360102	-0.113815315	-0.12919709	-0.07232666	0.023178615	0.048303753	-0.095138974	-0.053920038	0.12196299	0.025920216	0.015709393	0.03785066	0.04836429	0.0031060243
-0.47725588	0.44148132	-0.27426422	0.3868872	0.40226454	0.51852536	-0.4289647	-0.29978535	0.3958504	0.35717943	-0.35106415	-0.3941043	-0.42682138	-0.26558223	0.26413837	-0.35806644
0.11466791	-0.09784591	0.02719583	-0.034248047	-0.07719353	-0.068244554	0.03048085	0.029660884	-0.092786215	-0.03088956	0.016497495	0.023580438	0.042359423	0.0035790016	0.052566756	0.021546707
-0.38238093	0.35797712	-0.23723878	0.3701019	0.35518968	0.3839603	-0.3457605	-0.22218558	0.3637629	0.29503328	-0.32133672	-0.33280426	-0.3592366	-0.17612275	0.23063777	-0.32235682
-0.036603473	-0.026760131	-0.048662506	-0.010842391	0.038328517	-0.006329716	-0.006866232	-0.030787976	0.025879208	-0.0047717383	0.019756721	0.02966092	0.047359336	-0.020526808	0.0732262	0.00023652095
-0.5150132	0.38608792	-0.27046564	0.43878147	0.44495523	0.453633	-0.39979225	-0.321874	0.45737606	0.4237259	-0.38134158	-0.40816742	-0.47533703	-0.26331457	0.19512163	-0.40216768
0.087396085	-0.039681867	0.02630804	-0.04536666	-0.035566896	-0.13450994	0.07528941	-0.01069642	-0.0393373	-0.06284316	0.087072454	0.038550254	0.075318515	0.08506058	0.048433863	0.026667746
-0.25208098	0.17862579	-0.08228224	0.269167	0.23853438	0.23082635	-0.23363824	-0.1503183	0.2825075	0.15709558	-0.15984261	-0.25052607	-0.2588455	-0.09090327	0.05923369	-0.16874287
0.34922788	-0.30365512	0.1882803	-0.35134116	-0.32404414	-0.42920437	0.3462371	0.22300558	-0.40165773	-0.21236674	0.29485247	0.37175354	0.37464976	0.22202319	-0.0102363	0.23776694
0.019299408	0.0044603543	0.04849982	-0.001183367	0.0059529464	-0.077789254	0.011931666	0.009725072	-0.025814755	-0.0016169493	0.06229796	0.04062818	0.07515113	0.0088277375	0.012993317	0.07507529
-0.05698701	0.040813547	-0.07183238	0.010946381	-0.0008985098	0.004699921	0.025570935	0.007828249	-0.040272888	0.08685218	-0.0011974974	-0.018092003	-0.0015447126	-0.014057675	0.08761517	-0.07036793
0.04508646	-0.05803648	0.10745518	-0.05583683	-0.06822572	-0.067623794	0.06927812	0.11027606	-0.10665739	-0.027561279	0.04525418	0.11132893	0.062832415	0.077739485	-0.031552475	0.065292515
-0.13771485	0.0242898	0.035941977	0.037889466	0.058776688	0.08351977	-0.060053684	0.041147947	0.07431036	0.048951514	0.013811251	-0.05998609	-0.1123342	0.03544352	-0.028133966	-0.034884337
0.08008443	0.027560832	-0.08569051	-0.03060241	-0.038109723	-0.03122844	-0.048274692	-0.047746595	-0.029978044	-0.043585587	-0.015185682	-0.0015479394	0.019361848	-0.034192376	0.07581423	0.008442083
-0.23956394	0.18145382	-0.093877956	0.259801	0.26434168	0.31264126	-0.2339864	-0.1974264	0.24451265	0.23945661	-0.20566584	-0.25448176	-0.2382517	-0.16711415	0.08101395	-0.22658381
-0.061393343	0.117445946	-0.034320522	0.10453297	0.06396291	0.07744824	-0.046170034	-0.1065963	0.08338876	0.102303006	-0.11702501	-0.09845704	-0.09792802	-0.09518806	0.068975054	-0.09475831
-0.013193253	-0.03839179	-0.04551362	-0.031206494	-0.07745722	-0.07557235	0.00047833566	0.038564038	-0.044107407	0.040218968	0.040408414	-0.00071980257	0.037007	-0.013936509	0.088779286	-0.04344401
-0.0031922853	-0.07936671	-0.027343243	-0.08069348	-0.08616568	-0.08377152	0.007176442	-0.020030074	0.007734521	0.04251485	0.058167133	0.036049373	0.056816194	0.027207298	0.15182544	-0.043943882
0.0003170403	-0.008640733	-0.03648792	-0.0994106	-0.06855344	-0.068597995	0.035277408	-0.04396535	-0.09197958	0.005449022	0.014855249	0.0077725123	0.09620835	-0.016719425	0.19712071	0.0026019495
-0.02691563	0.010510174	-0.05324609	-0.0020577332	0.03979718	0.062081836	-0.045409147	-0.0259723	0.021313932	0.0812047	-0.043022618	-0.07737732	-0.09121084	-0.05780067	0.08087757	-0.11968407
-0.3630702	0.37233377	-0.21982275	0.38745785	0.30408788	0.33900732	-0.32519847	-0.25155953	0.3908606	0.3305532	-0.29118755	-0.38419127	-0.4136668	-0.26390803	0.24042723	-0.327074
-0.13731463	0.06511357	-0.10824431	0.10087708	0.06546386	0.11241994	-0.05185865	-0.060560677	0.110829644	0.10059641	-0.120994784	-0.06968233	-0.0763973	-0.07354276	0.14309032	-0.09461379
0.04359011	-0.1107468	0.05372144	-0.09095781	-0.0993846	-0.03576518	0.073995866	0.09575853	-0.052632935	-0.10292202	0.095854074	0.08376918	0.034536276	0.070996635	-0.060861163	0.05466968
0.22206871	-0.19239491	0.15037146	-0.20726573	-0.13968383	-0.2375379	0.13571714	0.17476891	-0.16507591	-0.1623779	0.16960517	0.21757251	0.19391482	0.15470412	-0.15019195	0.17082384
-0.33248824	0.32950205	-0.20774202	0.33954284	0.33647913	0.31277996	-0.33391103	-0.22255498	0.36809814	0.30325836	-0.2370684	-0.35189047	-0.340957	-0.21426982	0.16827407	-0.30036682
-0.4881123	0.36036614	-0.33319739	0.44792393	0.4341593	0.44134924	-0.42853308	-0.35247663	0.41267216	0.41987565	-0.41965964	-0.4097752	-0.43927836	-0.31457123	0.29900178	-0.3740862
-0.07814264	0.054311465	-0.023586499	0.07546369	0.05270697	0.108695015	-0.045118943	0.013731756	-0.0006557116	0.020928616	-0.014628126	-0.04293041	-0.07458788	-0.026796198	-0.008653683	-0.06133052
-0.34335706	0.36493406	-0.29217994	0.39106542	0.31035572	0.30495036	-0.3371133	-0.350173	0.3513994	0.34216356	-0.38384178	-0.34897903	-0.38580152	-0.33105004	0.30390444	-0.28290874
0.08955227	-0.08535018	0.09614568	-0.053881653	-0.048572022	-0.10303092	0.068893306	0.058947727	0.0068478	-0.1233341	0.046334732	0.10228527	0.09993257	0.09849476	-0.2104416	0.14733875
0.07013496	-0.17410837	0.00159655	-0.1316009	-0.10156149	-0.119738914	0.16159463	0.05674671	-0.13684963	0.0048681707	0.14377528	0.1503987	0.112701155	0.11928144	0.081137024	0.0113487085
-0.07221039	0.11557009	-0.039100662	0.07670861	0.10142608	0.14283691	-0.11674701	-0.055384777	0.04509587	0.066526026	-0.11955157	-0.075351596	-0.067099005	-0.07752416	0.13579619	-0.06893482
-0.074507974	0.0731649	-0.059796892	0.061571203	0.0017170404	0.008775179	-0.059164047	-0.12581615	0.04623213	0.10446501	-0.111345604	-0.045577656	0.0055283066	-0.12252487	0.1289768	-0.079592705
